Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
"SAP Consultant (ABAP, CPI, PI, EAM, PP, FICO, IBP, Basis, Security)",Tidal Impact LLC,Joanna Dizon,"Mexico City, CDMX",Full Time,,,,,,,,Depends on Experience,Hybrid,"SAP Consultant (ABAP, CPI, PI, EAM, PP, FICO, IBP, Basis, Security)
Mexico City, Mexico
Fulltime

Collaborate with business units to align planning strategies.
Ability to translate business requirements into SAP functional specifications Experience in unit testing, integration testing, and UAT Experience with IT change management standards (ITIL), documentation and user training Minimum qualifications Experience configuring business systems software in a life science, healthcare, or related industry.
Ability to architect and provide technical support of SAP systems and related
Tidal Impact provides equal employment opportunities to all employees and applicants for employment Tidal Impact is a leading Global IT Solutions Provider and system integrator serving customers throughout the United States.",https://www.dice.com/job-detail/66e48094-5e01-4120-b404-5d5bebd181e3
Senior D365 Finance Consultant 100% Remote,Apetan Consulting,,Remote,Full Time,Part Time,Contract - Independent,Contract - W2,,,Contract - 6+ month(s),Accepts corp to corp applications,,Remote,"Senior D365 Finance Consultant 100% Remote
About the Opportunity
Our client, a well-established Microsoft Dynamics partner with deep ERP expertise, is supporting a large enterprise customer transitioning into Dynamics 365 Finance & Operations (D365 FO). Due to post-go-live challenges, they are seeking a highly experienced Senior FinOps Consultant to stabilize, optimize, and take ownership of Inventory, Procurement, and Operational processes.
This is not a junior, offshore, or learning role. The ideal consultant will have 10 20+ years of Dynamics experience and the confidence to step into a complex environment immediately.
Client Environment",https://www.dice.com/job-detail/f3f6e497-d353-44ad-9001-1a32ad4633a0
Desktop Support Engineer - Techbar,STAND 8,,"New York, NY",Contract - W2,,,,,,,,$22 - $32 per annum,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

The Level II IT Support Technician provides on-site desktop and technical support in a fast-paced work and studio campus environment. This role is responsible for troubleshooting Windows and basic Mac systems, supporting end users with desktop, laptop, and mobile device issues, and delivering high-quality customer service. The technician works independently while managing service requests and ensuring reliable technology operations across multiple locations. Flexibility and professionalism are essential due to dynamic scheduling and campus-wide support needs.",https://www.dice.com/job-detail/e0055c60-32cf-45cf-b77f-8eb927ef4a01
Delinea Administrator,United Software Group,,"Canton, MA",Contract - W2,Contract - 12+,,,,,,Accepts corp to corp applications,,On Site,"Hello,
Delinea Administrator
Location: Canton, MA, USA (Remote)
Duration: long term
Job Description:
Must have skills:
Candidate must have worked on below skills:
Must know Delinea secret server
Must have extensive experience in Delinea discovery
Must have extensive experience in PowerShell and Python and using Delinea APIs
Must have extensive experience in using Delinea for password rotation",https://www.dice.com/job-detail/e74227f0-7dab-49cd-a005-af8db8d28677
Director – Remote,Smart Folks Inc.,Shravankumar Kataboina,Remote,Full Time,,,,,,,,"140,000 - 160,000",Remote,"Hi  
Greetings from Smart Folks…!!!
   My name is Kumar we have a job opportunity for you as Director – Salesforce Workstream one of our client based at Seattle, Washington or Denver, Colorado find the Job description below, if you are available and interested, please send us your word copy of your resume with following detail to  Or please call me on  to discuss more about this position.  
                                   Job Title: Director – Salesforce Workstream",https://www.dice.com/job-detail/3b53df59-18a6-4907-9e9f-82b2cdf9f443
Director of Cloud -- Remote,Smart Folks Inc.,Shravankumar Kataboina,Remote,Full Time,,,,,,,,"140,000 - 180,000",Remote,"Hi  
Greetings from Smart Folks…!!!
   My name is Kumar we have a job opportunity for you as Director of Cloud one of our client based at Remote find the Job description below, if you are available and interested, please send us your word copy of your resume with following detail to  Or please call me on  to discuss more about this position.  
                                   Job Title: Director of Cloud",https://www.dice.com/job-detail/407ac60e-bf94-4e9c-bab9-90c9757ed546
Cyber Persona Developer,SAIC,,"FORT MEADE, MD",Full Time,,,,,,,,"USD 120,001.00 - 160,000.00 per year",On Site,"Job ID: 2512532

Location: FORT MEADE, MD, US

Date Posted: 2025-12-22

Category: Cyber

Subcategory: Cyberspace Ops

Schedule: Full-time

Shift: Day Job

Yes, 10 % of the Time

TS/SCI with Poly

TS/SCI with Poly

No



SAIC is seeking a Cyber Persona Developer to support MARFORCYBER at their Ft Meade, MD location.

The right candidate will have experience in analyzing and understanding the information environment and using social engineering techniques with target audiences to support planning for cyber or information operations.

Key responsibilities:










Target salary range: $120,001 - $160,000. The estimate displayed represents the typical salary range for this position based on experience and other factors.",https://www.dice.com/job-detail/a3abdcba-85aa-48d3-ba35-9466ac391960
Manufacturing Engineering Training Specialist,Jobot,,"Gainesville, GA",Full Time,,,,,,,,"USD 90,000.00 - 120,000.00 per year",On Site,"Manufacturing Training Specialist with strong automation and controls background needed for global automotive and industrial manufacturing leader!

This Jobot Job is hosted by: Colin Callahan
Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume.
Salary: $90,000 - $120,000 per year

A bit about us:

We are a leading force in specialty product technology, serving global automotive and industrial markets with innovation and precision. With over 3,000 employees across multiple international locations, we combine our deep-rooted expertise with cutting-edge solutions in e-mobility, medical engineering, and industrial applications. Our commitment to quality and sustainability drives us to continuously exceed industry standards, while our investment in employee development fosters a culture of excellence. As a family-owned company, we prioritize responsible, respectful teamwork and strive to be a trusted partner for both our customers and our team members worldwide!






Responsibilities


Requirements


Nice to Haves



Interested in hearing more? Easy Apply now by clicking the ""Apply Now"" button.

Jobot is an Equal Opportunity Employer. We provide an inclusive work environment that celebrates diversity and all qualified candidates receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, age (40 and over), disability, military status, genetic information or any other basis protected by applicable federal, state, or local laws. Jobot also prohibits harassment of applicants or employees based on any of these protected categories. It is Jobot's policy to comply with all applicable federal, state and local laws respecting consideration of unemployment status in making hiring decisions.

Sometimes Jobot is required to perform background checks with your authorization. Jobot will consider qualified candidates with criminal histories in a manner consistent with any applicable federal, state, or local law regarding criminal backgrounds, including but not limited to the Los Angeles Fair Chance Initiative for Hiring and the San Francisco Fair Chance Ordinance.

Information collected and processed as part of your Jobot candidate profile, and any job applications, resumes, or other information you choose to submit is subject to Jobot's Privacy Policy, as well as the Jobot California Worker Privacy Notice and Jobot Notice Regarding Automated Employment Decision Tools which are available at jobot.com/legal.

By applying for this job, you agree to receive calls, AI-generated calls, text messages, or emails from Jobot, and/or its agents and contracted partners. Frequency varies for text messages. Message and data rates may apply. Carriers are not liable for delayed or undelivered messages. You can reply STOP to cancel and HELP for help. You can access our privacy policy here: jobot.com/privacy-policy",https://www.dice.com/job-detail/f857c4f3-9998-47df-95ab-912ba42f55b0
Senior D365 Finance Consultant 100% Remote,Apetan Consulting,,Remote,Full Time,Part Time,Contract - Independent,Contract - W2,,,Contract - 6+ month(s),Accepts corp to corp applications,,Remote,"Senior D365 Finance Consultant 100% Remote
About the Opportunity
Our client, a well-established Microsoft Dynamics partner with deep ERP expertise, is supporting a large enterprise customer transitioning into Dynamics 365 Finance & Operations (D365 FO). Due to post-go-live challenges, they are seeking a highly experienced Senior FinOps Consultant to stabilize, optimize, and take ownership of Inventory, Procurement, and Operational processes.
This is not a junior, offshore, or learning role. The ideal consultant will have 10 20+ years of Dynamics experience and the confidence to step into a complex environment immediately.
Client Environment",https://www.dice.com/job-detail/f3f6e497-d353-44ad-9001-1a32ad4633a0
Customer Service Representative,Kforce Technology Staffing,,"Tampa, FL",Contract - W2,Contract - Independent,Contract - Temp,,,,,Accepts corp to corp applications,$20 - $20 hourly,On Site,"RESPONSIBILITIES:
Kforce has a client in Tampa, FL that is seeking a Customer Service Representative who will provide exceptional customer service and administrative support in property tax-related processes. This role involves assisting customers, researching property ownership records, and ensuring compliance with property tax exemptions.

Key Responsibilities:
* Respond to customer inquiries via phone, email, and in person regarding property tax exemptions, ownership transfers, and related issues
* Review and process incoming mail, emails, and documentation for appropriate action
* Research databases (e.g., DMV, Official Records, LexisNexis) to verify eligibility for exemptions
* Enter and update information in software systems, including permits and applications
* Resolve routine issues and escalate complex matters as needed
* Perform basic mathematical and geometrical calculations for property valuation
* Maintain professionalism while representing the agency and supporting various departments

REQUIREMENTS:
* High School diploma or GED
* At least 6 months of experience in customer service or data entry within a property appraisal office or real estate environment
* Valid Florida Driver's License (may be required)
* Strong communication and organizational skills
* Proficiency in Microsoft Office and ability to learn specialized software
* Knowledge of property tax exemptions and related processes preferred
* Spanish speaking preferred (bilingual candidates encouraged)

The pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this range. Employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. This range may be modified in the future.

We offer comprehensive benefits including medical/dental/vision insurance, HSA, FSA, 401(k), and life, disability & ADD insurance to eligible employees. Salaried personnel receive paid time off. Hourly employees are not eligible for paid time off unless required by law. Hourly employees on a Service Contract Act project are eligible for paid sick leave.

Note: Pay is not considered compensation until it is earned, vested and determinable. The amount and availability of any compensation remains in Kforce's sole discretion unless and until paid and may be modified in its discretion consistent with the law.

This job is not eligible for bonuses, incentives or commissions.

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

By clicking ?Apply Today? you agree to receive calls, AI-generated calls, text messages or emails from Kforce and its affiliates, and service providers. Note that if you choose to communicate with Kforce via text messaging the frequency may vary, and message and data rates may apply. Carriers are not liable for delayed or undelivered messages. You will always have the right to cease communicating via text by using key words such as STOP.",https://www.dice.com/job-detail/b6285d3f-81c0-439e-9dc2-a329ff304a7b
