Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
Fiber/OTDR Engineer (ONSITE),"NetSource, Inc.",,"Pittsburgh, Pennsylvania",,,,,,,,,,,,https://www.dice.com/job-detail/69e8f54d-4a19-4afd-8897-8de7414378fa
HRIS Analyst - Kronos,"Gurus Infotech, Inc.",,"Hybrid in San Jose, California",,,,,,,,,,,,https://www.dice.com/job-detail/81e18592-1c2a-4525-b19e-752ff2271195
HYPR SME - Cyber Security Engineer,Apex Systems,,"Southlake, Texas",,,,,,,,,,,,https://www.dice.com/job-detail/6552794d-7ea6-440e-991f-3c137d66d525
Civil Professional Engineer,Jobot,,"Albuquerque, New Mexico",,,,,,,,,,,,https://www.dice.com/job-detail/b3905626-1cef-413b-b5ae-a0669b5fd95f
.NET Developer,Apex Systems,,"Jersey City, New Jersey",,,,,,,,,,,,https://www.dice.com/job-detail/a804cfec-e8db-4fb1-9f76-6dd51e707bd8
.NET Developer,Apex Systems,,"Jersey City, New Jersey",,,,,,,,,,,,https://www.dice.com/job-detail/cf0d017c-92f7-4acf-8475-673916f6027e
Field Implementation Specialist - TBT,Apex Systems,,"Houston, Texas",,,,,,,,,,,,https://www.dice.com/job-detail/68e1ff1c-1ac3-48bf-8bbc-9c2626af8bef
QA,Apex Systems,,"Charlotte, North Carolina",,,,,,,,,,,,https://www.dice.com/job-detail/3785f5cb-8523-4f2e-a636-2bff0a5d8fbb
Hardware Asset Management Operations Specialist,Fixity Technologies,,"Rockville, Maryland",,,,,,,,,,,,https://www.dice.com/job-detail/3cdbfdaf-35e1-4dc4-8abb-d0f54dc8b88f
Technical BA,Apex Systems,,"Charlotte, North Carolina",,,,,,,,,,,,https://www.dice.com/job-detail/f3e17d80-3e26-48eb-acfd-b63c6df9044e
Lead Full Stack Engineer,Apex Systems,,"McLean, Virginia",,,,,,,,,,,,https://www.dice.com/job-detail/c961c347-2a99-412a-8346-8366c6e329ef
Cloud Infrastructure Engineer,Apex Systems,,"San Antonio, Texas",,,,,,,,,,,,https://www.dice.com/job-detail/a22e1e6c-a88f-4370-aba0-88967c92826d
Data lead Engineer,Fixity Technologies,,"Vancouver, British Columbia",,,,,,,,,,,,https://www.dice.com/job-detail/45cbca9a-d09d-422c-8e45-216b16f84a2f
Hazardous Material Technician,Clean Harbors,,"Freeport, Texas",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTY0YTJmZDdhYjgmaj0xNTE1MV8xNTYyNjQmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiJmNmVkMmJlOC02ZmU2LTRlMTUtODg1Zi05OTAyZDNkODA0YTMiLCJqb2JUaXRsZSI6IkhhemFyZG91cyBNYXRlcmlhbCBUZWNobmljaWFuIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
Vascular Sonographer - Cardiology,Presbyterian Healthcare Services,,"Albuquerque, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0yNTY3OV9SLTEwMjEmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiJiZWRhYTI1Mi1jNzNkLTQ3ZmMtODlmOS0wMjM0ODY0YzI4MjQiLCJqb2JUaXRsZSI6IlZhc2N1bGFyIFNvbm9ncmFwaGVyIC0gQ2FyZGlvbG9neSIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
