Job Title,Company,Recruiter Name,Location,Employment Type 1,Employment Type 2,Employment Type 3,Employment Type 4,Employment Type 5,Employment Type 6,Contract Duration,Corp To Corp,Pay,Work Type,Job Description,Job URL
AI Solution Architect / Engineer (ServiceNow),STAND 8,,Remote,Contract - W2,,,,,,,,$80 - $100 per hour,Remote,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced ServiceNow AI Solution Architect / Engineer focused on the solutioning, design, implementation, and optimization of next-generation AI capabilities within ServiceNow for our global media & entertainment client's enterprise environment. Our team plays a key role in the implementation and delivery of key ServiceNow features and you'll be responsible for leading the configuration, integration, and enablement of ServiceNow's AI Agent Studio, Model Context Protocol (MCP), and Generative AI Controller components. You'll work our team and with different client business and engineering teams to understand their specific use cases, and enable these within the ServiceNow ecosystem of AI products and solutions.

Our ideal resource combines deep technical ServiceNow expertise with a strong understanding of AI use cases, data governance, and enterprise architecture. Our goal will be to bridge our client's business objectives with the rapidly evolving ServiceNow AI landscape. You will act as both a strategic advisor and a hands-on engineer ensuring AI capabilities deliver measurable business value today and scale effectively for future innovation. This is an exciting time to deliver solutions around the world-class capabilities of the ServiceNow platform at scale. We are setting up interviews immediately for this project and if you think you have what it takes to make an impact with an incredible team, we'd love to hear from you!

The project work will be accomplished Monday - Friday, and the role and work can be done remotely within the United States.",https://www.dice.com/job-detail/45cb6518-b464-4b1d-8cda-f2fdc0f397f1
Technical Project Manager - IT PMO,STAND 8,Angelina Gonzalez,"Long Beach, CA",Contract - W2,,,,,,,,$75 - $85 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a Technical Project Manager to lead and coordinate IT initiatives within our Project Management Office. This role manages end-to-end delivery of complex technical projects ensuring scope, schedule, and quality while also providing portfolio oversight, risk management, and stakeholder alignment across IT functions.",https://www.dice.com/job-detail/3ffe615d-451b-40bf-8cab-369b867f348f
Prior Authorization Specialist,The Staff Pad,,"Las Vegas, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9NDkzNDU3NDExNCZmPTE1YWMxMWY4YTMmaj02MDE5OTUyNDMmanBpZD01ODQ1Nzc0NjIyIiwiam9iSWQiOiJkZGUwYzMzYS0yYmViLTQ4MGQtYTk2Ni0wMzQyODljOGY4YzIiLCJqb2JUaXRsZSI6IlByaW9yIEF1dGhvcml6YXRpb24gU3BlY2lhbGlzdCIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
Backend Java Engineer,STAND 8,,"Almont, Colorado",Contract - W2,,,,,,,,$75 - $90 per hour,,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced Backend Java Engineer to join our media and entertainment client's engineering organization. This role will focus on developing backend services and microservices that enable large-scale content delivery, audience engagement, and analytics. You will leverage Java, Spring Boot, and modern AWS-based cloud infrastructure to create containerized, scalable, and resilient backend systems that power key digital platforms.

Our ideal resource combines deep backend engineering experience with a strong understanding of distributed systems, API architecture, and cloud-native applications. You will play a central role in designing, building, and deploying backend systems that integrate seamlessly with databases, streaming data services, and front-end applications. This is an excellent opportunity to make an impact within a high-performance, technology-driven media environment while contributing to systems that support millions of users daily.

This role and work can be done fully remote within the United States.",https://www.dice.com/job-detail/2858ccde-16b4-4a9c-a3b9-c83a94868cef
Backend Java Engineer,STAND 8,,"Almont, Colorado",Contract - W2,,,,,,,,$75 - $90 per hour,,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced Backend Java Engineer to join our media and entertainment client's engineering organization. This role will focus on developing backend services and microservices that enable large-scale content delivery, audience engagement, and analytics. You will leverage Java, Spring Boot, and modern AWS-based cloud infrastructure to create containerized, scalable, and resilient backend systems that power key digital platforms.

Our ideal resource combines deep backend engineering experience with a strong understanding of distributed systems, API architecture, and cloud-native applications. You will play a central role in designing, building, and deploying backend systems that integrate seamlessly with databases, streaming data services, and front-end applications. This is an excellent opportunity to make an impact within a high-performance, technology-driven media environment while contributing to systems that support millions of users daily.

This role and work can be done fully remote within the United States.",https://www.dice.com/job-detail/2858ccde-16b4-4a9c-a3b9-c83a94868cef
QA Engineer - Android,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$60 - $70 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking a detail-oriented and experienced Quality Assurance Engineer to join our Digital Operations team. You will be responsible for ensuring the quality and reliability of web, mobile, and connected-device streaming applications. Your work will be critical to delivering a seamless user experience across platforms and markets.
This is a hybrid position, working on-site Monday through Thursday and remotely on Fridays
Responsibilities",https://www.dice.com/job-detail/fd9826f2-89fe-4769-96cf-7aecfc33253f
M365 Collaboration Engineer,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$35 - $45 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India

We are seeking a highly experienced M365 & Collaboration Engineer to architect, implement, and support modern collaboration and unified communication solutions across the enterprise. This senior-level role will lead end-to-end design, optimization, troubleshooting, and lifecycle management for Microsoft 365, unified communications, and integration capabilities.
The ideal candidate combines technical depth, architectural vision, strong scripting skills, and the ability to collaborate across engineering, security, and business teams.",https://www.dice.com/job-detail/2c606577-45bd-489b-870b-5bc0742189cf
Sr. Software Engineer (Video Streaming),STAND 8,Rosa Lopez,"Florida, USA, FL",Contract - W2,,,,,,,,$65 - $80 per hour,On Site,"STAND 8 provides end-to-end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our Solutions Technology team is seeking Senior Software Engineers (Video Streaming) to support a critical transition for a global Media & Entertainment client. We are migrating from a legacy, custom-built video processing pipeline to a modern, cloud-based infrastructure using Dolby Hybrik or AWS Elemental. This effort involves re-platforming the existing video encoding and transcoding environment into a scalable, cloud-native solution. We will be stabilizing the existing video platform while our client builds a new solution and we are looking for engineers with deep expertise in custom video pipelines and cloud-based media workflows. We'll stabilize the current infrastructure, support live operations, and capture institutional knowledge from existing team members. This is a mission-critical role focused on ensuring uninterrupted video delivery across VOD, AVOD, and Live workflows during the migration.

You'll work closely with our client's engineers to collaborate across infrastructure, quality, and platform teams to maintain and evolve our encoding and delivery workflows. This is a hands-on, high-impact opportunity for engineers who thrive in complex, distributed environments and are comfortable navigating bespoke systems with limited documentation.

This project can be worked fully remote, working in the Eastern Time zone. We have a direct relationship with our stakeholder and are setting up immediate interviews. If you want to build something awesome, and have the Streaming skills to make an impact we'd love to hear from you!",https://www.dice.com/job-detail/90271506-e974-437b-87cd-c9d8cf3c976d
Senior End Point User Computing Engineer - Mac,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$56 - $66 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
The Enterprise Endpoint Engineering team is seeking a highly skilled Mac Engineer with deep expertise in MDM platforms (Jamf Pro and Microsoft Intune), strong systems administration capabilities, Apple Business Manager experience, and advanced troubleshooting skills. This engineer will design and implement macOS lifecycle management solutions, enforce security standards, and ensure smooth integration with enterprise systems while optimizing the end-user experience.
Our Mac Engineers play a critical role in closing service gaps, innovating device delivery processes, and automating manual workflows to increase reliability and reduce operational overhead. This role requires a highly analytical, proactive professional capable of diagnosing complex issues and delivering robust solutions.",https://www.dice.com/job-detail/bb98cd06-0e0d-49c3-84ab-32cd1eacfd7b
QA Engineer,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$60 - $70 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India
We are seeking an experienced Quality Engineer to join the Technology Digital Operations team. This role is ideal for a highly detail-oriented QA Engineer or seasoned QA tester who excels in validating digital applications and ensuring exceptional user experiences across web, mobile, and OTT platforms. The ideal candidate brings deep testing expertise, strong communication skills, and a passion for maintaining the highest quality standards in a fast-moving digital environment.
Responsibilities
Core QA and Testing",https://www.dice.com/job-detail/fdb51197-b18d-484a-ba26-7e6919acc6f4
QA Engineer - JavaScript,STAND 8,,"New York, USA, NY",Contract - W2,,,,,,,,$60 - $70 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We are seeking a highly skilled JavaScript-focused QA Engineer with strong SDK testing experience and hands-on expertise in manual and exploratory testing. This role is heavily focused on functional QA, but we are looking for someone who is familiar with automation concepts - or eager to grow in that direction. Experience with Gherkin, Cucumber, and modern testing practices is essential.
The Android team has already progressed significantly into automation, so this position will collaborate closely with them while still performing predominantly manual testing across web, mobile, and OTT platforms. This is an excellent opportunity for someone who is also interested in software development and wants to progress into a more technical QA or automation role over time.",https://www.dice.com/job-detail/eada0071-544f-4f64-9606-7a1e5a4e3cb9
SAP BPC Technical Lead,STAND 8,,"California, USA, CA",Contract - W2,,,,,,,,$70 - $80 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

Our global solutions team is seeking an experienced SAP BPC Technical Lead to play a key role in delivering and optimizing enterprise planning and analytics solutions for our global media and entertainment client organization. This role will focus on designing, configuring, and maintaining SAP BPC environments to support financial planning, budgeting, forecasting, and consolidation. You will collaborate closely with corporate technology, business teams, and Project Managers to deliver scalable, high-performance SAP planning solutions across multiple business sectors, including Supply Chain. The BPC environment is 2021; however, if your experience is from a prior version, we want to hear from you.",https://www.dice.com/job-detail/16656ded-03fe-482e-b1e0-77f3a73e35b8
Backend Go Engineer,STAND 8,Angelina Gonzalez,"New York, USA, NY",Contract - W2,,,,,,,,$65 - $75 per hour,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more; including internationally in Mexico and India.

We are seeking a skilled Software Engineer with 3-5 years of experience to design, develop, and maintain scalable software solutions. The ideal candidate will have experience in cloud technologies, distributed systems, and web-based applications, with a strong focus on delivering high-quality digital media solutions.",https://www.dice.com/job-detail/57dd60cd-9b4b-4be1-91b0-dffc112fcf1e
Technical Onboarding Specialist,STAND 8,Angelina Gonzalez,"Georgia, USA, GA",Contract - W2,,,,,,,,$65000 - $95000 per annum,On Site,"STAND 8 provides end to end IT solutions to enterprise partners across the United States and with offices in Los Angeles, New York, New Jersey, Atlanta, and more including internationally in Mexico and India.

We're seeking a motivated and detail-oriented Implementation Consultant to join our growing Customer Success team. In this role, you'll work directly with some of the world's leading financial institutions, ensuring the successful onboarding and implementation of our cutting-edge SaaS platform.

This is an exciting opportunity to contribute to high-impact projects, collaborate with senior stakeholders, and become a key player in delivering long-term value to our clients.",https://www.dice.com/job-detail/282cb881-a9dc-45dd-8d89-ff9618dad349
RN - PASS,Presbyterian Healthcare Services,,"Española, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0yNTY3OV8yMDI1LTUwNDE1JmpwaWQ9NTM5MzU5NzY4MSIsImpvYklkIjoiYmQwYTMxN2YtNWIzZC00ZGM0LWFjZDQtNGFkMTg0NGJmMGIyIiwiam9iVGl0bGUiOiJSTiAtIFBBU1MiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Cardiac Sonographer - PRN,Presbyterian Healthcare Services,,"Clovis, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0yNTY3OV8yMDI1LTQ3MDM1LTEmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiJjZDBlOTAyOS0xNzRjLTRmZjMtYWZjMS04M2RkYTExNTdkZTkiLCJqb2JUaXRsZSI6IkNhcmRpYWMgU29ub2dyYXBoZXIgLSBQUk4iLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Surgical Tech II - Operating Room,Presbyterian Healthcare Services,,"Ruidoso, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0yNTY3OV8yMDI1LTQ5ODQ1JmpwaWQ9NTM5MzU5NzY4MSIsImpvYklkIjoiMTMyMjBmMjQtNmViNi00YmMzLTk1ZjYtZWU2MDQwNDcwYzIzIiwiam9iVGl0bGUiOiJTdXJnaWNhbCBUZWNoIElJIC0gT3BlcmF0aW5nIFJvb20iLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Surgical Tech I - Operating Room,Presbyterian Healthcare Services,,"Ruidoso, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTY0YTJmZDdhYjgmaj0yNTY3OV8yMDI1LTQ5OTk2LTEmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiI0OWYxZmQ5Yi04MWMyLTQ2NmQtODY4NC02YzA1NmIzODY3ZTgiLCJqb2JUaXRsZSI6IlN1cmdpY2FsIFRlY2ggSSAtIE9wZXJhdGluZyBSb29tIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
Cardiac Sonographer,Presbyterian Healthcare Services,,"Santa Fe, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0yNTY3OV8yMDI1LTQ5Mjk5LTEmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiJmZDJkZTg3Yy03MDU0LTRkZTItOWE4ZC1lOTllMzU5OWZjZjEiLCJqb2JUaXRsZSI6IkNhcmRpYWMgU29ub2dyYXBoZXIiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Manufacturing Engineering Manager,Stellantis,,"Detroit, Michigan",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTY0YTJmZDdhYjgmaj00MjY4XzUwMDExNjY3MDcxMDYmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiI2N2IxYzYyYS1jMGM0LTQzZGEtYTRkNy05OTM5Zjk4MjFhYzUiLCJqb2JUaXRsZSI6Ik1hbnVmYWN0dXJpbmcgRW5naW5lZXJpbmcgTWFuYWdlciIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==
Travel Cath Lab Tech,Fusion Medical Staffing,,"Santa Fe, New Mexico",,,,,,,,,,,,https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9ODYyMzEwMjc2MCZmPTFiNWNiYjRkMTUmaj0yNDQzNF8yMjlkYzU1MC02N2RiLWYwMTEtODE5Ny0wMDIyNDg0NDEwNDQmanBpZD01MzkzNTk3NjgxIiwiam9iSWQiOiI0MDc4N2ZjZC0xZDQ0LTQ4MGMtOGU5ZC1lZDNlMWZmYjFlOTIiLCJqb2JUaXRsZSI6IlRyYXZlbCBDYXRoIExhYiBUZWNoIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
